customer_id,name,age,salary,purchase_date,purchase_amount,city,purchase_year,purchase_month,purchase_day,purchase_weekday,purchase_quarter,purchase_week_of_year,is_weekend,is_month_start,is_month_end,season,age_group,salary_bracket,purchase_amount_log,purchase_amount_sqrt,purchase_amount_squared,purchase_to_salary_ratio,age_salary_interaction,category_Books,category_Clothing,category_Electronics,category_Home,payment_Cash,payment_Credit Card,payment_Debit Card,payment_UPI
C012,Priya Patel,55,1061353,2024-03-24,87373,Bangalore,2024,3,24,6,1,12,1,0,0,Summer,Senior,Medium,11.377953034549302,295.5892420234539,-955893463,0.08232228108838435,58374415,False,False,True,False,True,False,False,False
C013,Mayurkumar Surani,59,1771741,2024-03-31,89575,Pune,2024,3,31,6,1,13,1,0,1,Summer,Senior,Very High,11.402842705940033,299.29082845954366,-566253967,0.0505576153625163,104532719,False,False,True,False,True,False,False,False
C014,Rahul Sharma,43,1546797,2024-04-07,94651,Delhi,2024,4,7,6,2,14,1,0,0,Summer,Middle-aged,High,11.457962286894942,307.65402646479373,368877209,0.06119161079314222,66512271,True,False,False,False,False,False,False,True
C015,Priya Patel,22,1450110,2024-04-14,73335,Pune,2024,4,14,6,2,15,1,0,0,Summer,Young,High,11.202806899641612,270.8043574243221,1083054929,0.050572025570473966,31902420,False,True,False,False,True,False,False,False
C016,Mayurkumar Surani,41,987879,2024-04-21,20965,Pune,2024,4,21,6,2,16,1,0,0,Summer,Middle-aged,Medium,9.950657357012519,144.79295562975432,439531225,0.02122223470688212,40503039,False,False,True,False,False,True,False,False
C017,Rahul Sharma,21,1064685,2024-04-28,34538,Bangalore,2024,4,28,6,2,17,1,0,0,Summer,Young,Medium,10.449844399341774,185.8440206194431,1192873444,0.032439641771979506,22358385,False,False,False,True,False,True,False,False
C018,Priya Patel,43,1282038,2024-05-05,80592,Mumbai,2024,5,5,6,2,18,1,0,0,Summer,Middle-aged,High,11.297167076087923,283.88730158286404,-2094864128,0.0628624112545806,55127634,False,False,True,False,True,False,False,False
C019,Mayurkumar Surani,49,1902107,2024-05-12,18110,Mumbai,2024,5,12,6,2,19,1,0,0,Summer,Senior,Very High,9.804274767464536,134.57340004622014,327972100,0.009521020636588794,93203243,False,False,True,False,True,False,False,False
C020,Rahul Sharma,57,1811736,2024-05-19,89309,Pune,2024,5,19,6,2,20,1,0,0,Summer,Senior,Very High,11.399868742677931,298.8461142461116,-613837111,0.04929470960448984,103268952,True,False,False,False,False,False,False,True
C021,Priya Patel,21,1507293,2024-05-26,37266,Delhi,2024,5,26,6,2,21,1,0,0,Summer,Young,High,10.525863495538852,193.04403642692515,1388754756,0.024723792918828653,31653153,True,False,False,False,False,False,True,False
C022,Mayurkumar Surani,40,1079879,2024-06-02,62992,Mumbai,2024,6,2,6,2,22,1,0,0,Monsoon,Middle-aged,Medium,11.050778888089262,250.98207107281587,-326975232,0.05833246132205552,43195160,False,True,False,False,True,False,False,False
C023,Rahul Sharma,52,1769460,2024-06-09,92948,Delhi,2024,6,9,6,2,23,1,0,0,Monsoon,Senior,Very High,11.43980623461942,304.87374435985794,49396112,0.05252902015304104,92011920,False,False,False,True,False,True,False,False
C024,Priya Patel,31,523247,2024-06-16,16910,Mumbai,2024,6,16,6,2,24,1,0,0,Monsoon,Adult,Low,9.735719576749684,130.03845585056752,285948100,0.032317433258097994,16220657,True,False,False,False,False,False,False,True
C025,Mayurkumar Surani,41,1572876,2024-06-23,10206,Delhi,2024,6,23,6,2,25,1,0,0,Monsoon,Middle-aged,High,9.230829038403499,101.02474944289642,104162436,0.006488750543590213,64487916,False,False,True,False,True,False,False,False
C026,Rahul Sharma,44,1107086,2024-06-30,97054,Bangalore,2024,6,30,6,2,26,1,0,1,Monsoon,Middle-aged,Medium,11.483033107105191,311.53490976132997,829544324,0.08766617950186345,48711784,False,True,False,False,False,True,False,False
C027,Priya Patel,46,1033556,2024-07-07,97897,Delhi,2024,7,7,6,3,27,1,0,0,Monsoon,Senior,Medium,11.491681399300735,312.8849628857226,993888017,0.09471862192275987,47543576,False,False,True,False,False,True,False,False
C028,Mayurkumar Surani,47,1897527,2024-07-14,33419,Bangalore,2024,7,14,6,3,28,1,0,0,Monsoon,Senior,Very High,10.416909802149386,182.808643121708,1116829561,0.01761187060842876,89183769,False,False,True,False,False,False,True,False
C029,Rahul Sharma,35,1822905,2024-07-21,60636,Bangalore,2024,7,21,6,3,29,1,0,0,Monsoon,Adult,Very High,11.012660546796944,246.24378164737482,-618242800,0.03326339002855332,63801675,True,False,False,False,False,False,False,True
C030,Priya Patel,34,1242139,2024-07-28,60015,Delhi,2024,7,28,6,3,30,1,0,0,Monsoon,Adult,High,11.002366472321668,244.97959098667792,-693167071,0.048315848709363445,42232726,False,True,False,False,False,False,False,True
C031,Mayurkumar Surani,22,932315,2024-08-04,64268,Bangalore,2024,8,4,6,3,31,1,0,0,Monsoon,Young,Medium,11.07083267888533,253.51134096919608,-164591472,0.06893378310978586,20510930,False,False,False,True,False,False,True,False
C032,Rahul Sharma,56,1426075,2024-08-11,97939,Pune,2024,8,11,6,3,32,1,0,0,Monsoon,Senior,High,11.492110325256307,312.95207300799274,1002113129,0.06867731360552566,79860200,False,False,False,True,False,False,True,False
C033,Priya Patel,26,1016588,2024-08-18,28141,Bangalore,2024,8,18,6,3,33,1,0,0,Monsoon,Adult,Medium,10.2450184013482,167.75279431353744,791915881,0.0276818140682361,26431288,True,False,False,False,False,False,False,True
C034,Mayurkumar Surani,40,1785160,2024-08-25,90356,Mumbai,2024,8,25,6,3,34,1,0,0,Monsoon,Middle-aged,Very High,11.411523769499581,300.59274775017445,-425727856,0.05061507091801295,71406400,True,False,False,False,False,False,False,True
C035,Rahul Sharma,28,1478732,2024-09-01,81910,Delhi,2024,9,1,6,3,35,1,1,0,Monsoon,Adult,High,11.313388570956672,286.1992313057462,-1880686492,0.05539205210951004,41404496,False,True,False,False,True,False,False,False
C036,Priya Patel,58,1925472,2024-09-08,66044,Pune,2024,9,8,6,3,36,1,0,0,Monsoon,Senior,Very High,11.098091606857963,256.99027218943525,66842640,0.03430016120722607,111677376,False,False,False,True,True,False,False,False
C037,Mayurkumar Surani,37,548984,2024-09-15,77214,Delhi,2024,9,15,6,3,37,1,0,0,Monsoon,Middle-aged,Low,11.254349017657102,277.8740721981812,1667034500,0.14064890780059164,20312408,False,False,False,True,False,False,True,False
C038,Rahul Sharma,23,802918,2024-09-22,43827,Mumbai,2024,9,22,6,3,38,1,0,0,Monsoon,Young,Medium,10.688028161525285,209.34899092185756,1920805929,0.05458465248007891,18467114,False,False,False,True,True,False,False,False
C039,Priya Patel,44,764712,2024-09-29,65820,Mumbai,2024,9,29,6,3,39,1,0,0,Monsoon,Middle-aged,Low,11.09469421533239,256.55408786452807,37305104,0.08607161911935474,33647328,False,False,True,False,False,True,False,False
C040,Mayurkumar Surani,33,1668727,2024-10-06,72623,Mumbai,2024,10,6,6,4,40,1,0,0,Autumn,Adult,Very High,11.193050724696247,269.486548829436,979132833,0.04352000057528883,55067991,False,False,False,True,True,False,False,False
C041,Rahul Sharma,28,633767,2024-10-13,91734,Bangalore,2024,10,13,6,4,41,1,0,0,Autumn,Adult,Low,11.42665926481282,302.8762123376479,-174807836,0.14474404631355056,17745476,False,False,True,False,True,False,False,False
C042,Priya Patel,45,1148663,2024-10-20,85450,Bangalore,2024,10,20,6,4,42,1,0,0,Autumn,Middle-aged,Medium,11.355698391225406,292.31831964486935,-1288232092,0.07439083525803478,51689835,False,True,False,False,False,True,False,False
C043,Mayurkumar Surani,21,636330,2024-10-27,32299,Delhi,2024,10,27,6,4,43,1,0,0,Autumn,Young,Low,10.382822509210747,179.7192254601605,1043225401,0.05075825436487357,13362930,False,False,True,False,False,False,True,False
C044,Rahul Sharma,39,980754,2024-11-03,53585,Delhi,2024,11,3,6,4,44,1,0,0,Autumn,Middle-aged,Medium,10.88904311891194,231.48434072308217,-1423615071,0.054636534747755296,38249406,False,True,False,False,False,True,False,False
C045,Priya Patel,47,1850224,2024-11-10,74044,Pune,2024,11,10,6,4,45,1,0,0,Autumn,Senior,Very High,11.212428295471604,272.1102717649593,1187546640,0.040018938247477064,86960528,False,False,False,True,True,False,False,False
C046,Mayurkumar Surani,26,513986,2024-11-17,52557,Pune,2024,11,17,6,4,46,1,0,0,Autumn,Adult,Low,10.869672600684126,229.2531352021167,-1532729047,0.102253757884456,13363636,False,False,False,True,False,False,True,False
C047,Rahul Sharma,27,1086146,2024-11-24,59080,Delhi,2024,11,24,6,4,47,1,0,0,Autumn,Adult,Medium,10.98666466270383,243.06377763870947,-804520896,0.054394160637704324,29325942,False,True,False,False,True,False,False,False
C048,Priya Patel,54,1677888,2024-12-01,12693,Bangalore,2024,12,1,6,4,48,1,1,0,Winter,Senior,Very High,9.448884719866415,112.66321493726335,161112249,0.007564867261700424,90605952,True,False,False,False,False,True,False,False
C049,Amit Kumar,33,512666,2024-12-08,79163,Mumbai,2024,12,8,6,4,49,1,0,0,Winter,Adult,Low,11.279276929010871,281.35920102246524,1971813273,0.15441437505120292,16917978,False,True,False,False,False,True,False,False
C050,Sneha Desai,36,1849380,2024-12-15,35939,Delhi,2024,12,15,6,4,50,1,0,0,Winter,Middle-aged,Very High,10.48960616033755,189.57584234284704,1291611721,0.019432999167288495,66577680,True,False,False,False,True,False,False,False
